scenario,replication,bridge_id,bridge_name,road,condition,vulnerability_score,vuln_level,total_delay_min,breakdown_count,trucks_passed
S4,0,2518,Bridge end,N2,B,3.0,Medium-Low,0,0,188
S4,0,2524,Bridge start,N2,D,6.0,Medium-High,0,0,188
S4,0,2525,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,N2,B,3.0,Medium-Low,0,0,188
S4,0,2527,Bridge start,N2,D,6.0,Medium-High,6888,1,189
S4,0,2528,Bridge end,N2,C,4.5,Medium-High,0,0,189
S4,0,2536,Bhairab Bridge,N2,B,3.0,Medium-Low,0,0,189
S4,0,2538,Bridge end,N2,C,4.5,Medium-High,2808,1,189
S4,0,2550,Bridge start,N2,D,6.0,Medium-High,0,0,188
S4,0,2551,Bridge end,N2,C,4.5,Medium-High,0,0,188
S4,0,2577,Bridge start,N2,A,1.5,Low,0,0,896
S4,0,2578,Bridge end,N2,A,1.5,Low,0,0,896
S4,0,2582,Bridge start,N2,B,3.0,Medium-Low,0,0,896
S4,0,2583,Bridge end,N2,A,1.5,Low,13454,1,897
S4,0,2585,Bridge start,N2,D,6.0,Medium-High,0,0,896
S4,0,2586,Bridge end,N2,C,4.5,Medium-High,0,0,896
S4,0,2588,Bridge start,N2,C,4.5,Medium-High,0,0,896
S4,0,2589,Bridge end,N2,C,4.5,Medium-High,34014,1,899
S4,0,2592,Bridge start,N2,C,4.5,Medium-High,34549,1,904
S4,0,2593,Bridge end,N2,A,1.5,Low,0,0,902
S4,0,2597,Bridge start,N2,C,4.5,Medium-High,34266,1,902
S4,0,2598,Bridge end,N2,C,4.5,Medium-High,0,0,901
S4,0,2599,Bridge start,N2,A,1.5,Low,0,0,901
S4,0,2600,Bridge end,N2,Unknown,1.5,Low,0,0,901
S4,0,2607,Bridge start,N2,A,1.5,Low,0,0,900
S4,0,2608,Bridge end,N2,Unknown,1.5,Low,61150,1,906
S4,0,2610,Bridge start,N2,C,4.5,Medium-High,33654,1,905
S4,0,2611,Bridge end,N2,C,4.5,Medium-High,13519,1,904
S4,0,2613,Bridge start,N2,C,4.5,Medium-High,0,0,903
S4,0,2614,Bridge end,N2,D,6.0,Medium-High,0,0,903
S4,0,2618,Bridge start,N2,C,4.800000000000001,Medium-High,34221,1,906
S4,0,2619,Bridge end,N2,Unknown,1.6,Low,0,0,901
S4,0,2636,Bridge start/ Start of Habiganj road Division / Bridge start/ Start of Habiganj road Division,N2,D,6.4,High,0,0,901
S4,0,2637,Bridge end,N2,C,4.800000000000001,Medium-High,33848,1,903
S4,0,2641,Bridge start,N2,D,8.0,High,33326,1,905
S4,0,2642,Bridge end,N2,B,4.0,Medium-Low,0,0,904
S4,0,2644,Bridge start,N2,B,4.0,Medium-Low,0,0,904
S4,0,2645,Bridge end,N2,C,6.0,Medium-High,0,0,904
S4,0,2649,Bridge start,N2,C,6.0,Medium-High,0,0,904
S4,0,2650,Bridge end,N2,D,8.0,High,0,0,904
S4,0,2652,Bridge start,N2,C,6.0,Medium-High,0,0,904
S4,0,2653,Bridge end,N2,B,4.0,Medium-Low,0,0,904
S4,0,2655,Bridge start,N2,C,6.0,Medium-High,0,0,904
S4,0,2656,Bridge end,N2,C,6.0,Medium-High,0,0,904
S4,0,2658,Bridge start,N2,C,6.0,Medium-High,0,0,904
S4,0,2659,Bridge end,N2,C,6.0,Medium-High,0,0,904
S4,0,2692,Bridge start,N2,A,2.0,Low,2654,1,185
S4,0,2693,Bridge end,N2,Unknown,2.0,Low,0,0,185
S4,0,2730,Bridge start,N2,C,6.0,Medium-High,0,0,185
S4,0,2731,Bridge end,N2,A,2.0,Low,0,0,185
S4,0,2756,Bridge start,N2,Unknown,2.0,Low,0,0,790
S4,0,2757,Bridge end,N2,Unknown,2.0,Low,0,0,790
S4,0,2761,Bridge start,N2,A,2.0,Low,0,0,790
S4,0,2762,Bridge end,N2,A,2.0,Low,11871,1,791
S4,0,2780,Bridge start,N2,C,6.0,Medium-High,0,0,185
S4,0,2781,Bridge end,N2,C,6.0,Medium-High,0,0,185
S4,0,2794,Bridge start,N2,B,4.0,Medium-Low,0,0,185
S4,0,2795,Bridge end,N2,Unknown,2.0,Low,0,0,185
S4,0,2800,Bridge start,N2,B,4.0,Medium-Low,0,0,185
S4,0,2801,Bridge end,N2,Unknown,2.0,Low,0,0,185
S4,0,2805,Bridge start,N2,B,4.0,Medium-Low,0,0,185
S4,0,2806,Bridge end,N2,A,2.0,Low,0,0,185
S4,0,2816,Bridge start,N2,A,1.0,Low,0,0,185
S4,0,2817,Bridge end,N2,C,3.0,Medium-Low,0,0,185
S4,0,2828,Bridge start,N2,B,2.0,Low,0,0,185
S4,0,2829,Bridge end,N2,A,1.0,Low,0,0,185
S4,0,2836,Bridge start,N2,Unknown,1.0,Low,0,0,185
S4,0,2837,Bridge end,N2,A,1.0,Low,0,0,185
S4,0,2840,Bridge start,N2,C,3.0,Medium-Low,0,0,185
S4,0,2841,Bridge end,N2,Unknown,1.0,Low,0,0,185
S4,0,2854,Bridge start,N2,Unknown,1.0,Low,0,0,185
S4,0,2855,Bridge end,N2,Unknown,1.0,Low,0,0,185
S4,0,2857,Bridge start,N2,D,4.0,Medium-Low,6881,1,185
S4,0,2858,Bridge end,N2,Unknown,1.0,Low,0,0,185
S4,0,2869,Bridge start,N2,B,2.0,Low,0,0,185
S4,0,2870,Bridge end,N2,Unknown,1.0,Low,0,0,185
S4,0,2894,Bridge start,N2,A,1.6,Low,0,0,185
S4,0,2895,Bridge end,N2,C,4.800000000000001,Medium-High,6722,1,185
S4,0,2913,Bridge start,N2,C,4.800000000000001,Medium-High,0,0,184
S4,0,2914,Bridge end,N2,Unknown,1.6,Low,0,0,184
S4,0,2916,Bridge start,N2,C,4.800000000000001,Medium-High,0,0,184
S4,0,2917,Bridge end,N2,A,1.6,Low,0,0,184
S4,0,2918,Bridge start,N2,Unknown,1.6,Low,0,0,184
S4,0,2919,Bridge end,N2,Unknown,1.6,Low,0,0,184
S4,0,2924,Bridge start,N2,A,1.6,Low,0,0,184
S4,0,2925,Bridge end,N2,Unknown,1.6,Low,0,0,184
S4,0,2927,Bridge start,N2,B,3.2,Medium-Low,0,0,184
S4,0,2928,Bridge end,N2,A,1.6,Low,0,0,184
S4,0,2931,Bridge start,N2,B,2.0,Low,0,0,184
S4,0,2932,Bridge end,N2,A,1.0,Low,0,0,184
S4,0,2934,Bridge start,N2,A,1.0,Low,0,0,184
S4,0,2935,Bridge end,N2,Unknown,1.0,Low,0,0,184
S4,0,2946,Bridge start,N2,C,4.800000000000001,Medium-High,0,0,184
S4,0,2947,Bridge end,N2,A,1.6,Low,0,0,184
S4,0,2957,Bridge start,N2,Unknown,1.6,Low,0,0,184
S4,0,2958,Bridge end,N2,Unknown,1.6,Low,0,0,184
S4,0,2960,Bridge start,N2,C,4.800000000000001,Medium-High,0,0,184
S4,0,2961,Bridge end,N2,D,6.4,High,7108,1,185
S4,0,2965,Bridge start,N2,B,3.2,Medium-Low,0,0,184
S4,0,2966,Bridge end,N2,Unknown,1.6,Low,0,0,184
S4,0,2968,Bridge start,N2,A,1.6,Low,2690,1,184
S4,0,2969,Bridge end,N2,Unknown,1.6,Low,0,0,183
S4,0,2974,Bridge start,N2,D,6.4,High,166150,1,1287
S4,0,2975,Bridge end,N2,Unknown,1.6,Low,0,0,1283
S4,0,2978,Bridge start,N2,C,4.800000000000001,Medium-High,0,0,1284
S4,0,2979,Bridge end,N2,A,1.6,Low,0,0,1284
S4,0,2980,Bridge start,N2,Unknown,1.6,Low,0,0,1284
S4,0,2981,Bridge end,N2,Unknown,1.6,Low,0,0,1284
S4,0,2987,Bridge end,N2,A,1.6,Low,0,0,1284
S4,0,2989,Bridge start,N2,A,1.6,Low,0,0,1285
S4,0,2990,Bridge end,N2,A,1.6,Low,0,0,1285
S4,0,2993,Bridge start,N2,A,1.6,Low,0,0,1285
S4,0,2994,Bridge end,N2,A,1.6,Low,0,0,1285
S4,0,2997,Bridge start,N2,A,1.6,Low,0,0,1285
S4,0,2998,Bridge end,N2,Unknown,1.6,Low,0,0,1285
S4,0,3045,Bridge start,N2,A,1.6,Low,0,0,1290
S4,0,3046,Bridge end,N2,D,6.4,High,48064,1,1294
S4,0,3057,Bridge start,N2,Unknown,1.6,Low,0,0,1293
S4,0,3058,Bridge end,N2,Unknown,1.6,Low,0,0,1293
S4,0,3069,Bridge start,N2,B,3.2,Medium-Low,0,0,1293
S4,0,3070,Bridge end,N2,A,1.6,Low,0,0,1293
S4,0,3074,Bridge start,N2,Unknown,1.6,Low,0,0,1293
S4,0,3075,Bridge end,N2,B,3.2,Medium-Low,0,0,1293
S4,0,3097,Bridge start,N2,A,2.0,Low,0,0,1294
S4,0,3098,Bridge end,N2,A,2.0,Low,0,0,1294
S4,0,3100,Bridge start,N2,C,6.0,Medium-High,0,0,1294
S4,0,3101,Bridge end,N2,Unknown,2.0,Low,0,0,1294
S4,0,3109,Bridge start,N2,C,6.0,Medium-High,0,0,1294
S4,0,3110,Bridge end,N2,A,2.0,Low,0,0,1294
S4,0,3115,Bridge start,N2,C,6.0,Medium-High,0,0,1296
S4,0,3116,Bridge end,N2,C,6.0,Medium-High,0,0,1296
S4,0,3122,Bridge start,N2,C,3.0,Medium-Low,0,0,1297
S4,0,3123,Bridge end,N2,A,1.0,Low,0,0,1297
S4,0,3137,Bridge start,N2,A,1.0,Low,0,0,1298
S4,0,3138,Bridge end,N2,Unknown,1.0,Low,0,0,1298
S4,0,3140,Bridge start,N2,B,3.2,Medium-Low,0,0,1299
S4,0,3141,Bridge end,N2,Unknown,1.6,Low,0,0,1299
S4,0,3144,Bridge start,N2,B,3.2,Medium-Low,0,0,1299
S4,0,3145,Bridge end,N2,Unknown,1.6,Low,0,0,1299
S4,0,3148,Bridge start,N2,C,4.800000000000001,Medium-High,49260,1,1303
S4,0,3149,Bridge end,N2,Unknown,1.6,Low,0,0,1301
S4,0,3151,Bridge start,N2,B,3.2,Medium-Low,0,0,1301
S4,0,3152,Bridge end,N2,A,1.6,Low,0,0,1301
S4,0,3163,Bridge start,N2,B,3.2,Medium-Low,0,0,1301
S4,0,3164,Bridge end,N2,Unknown,1.6,Low,0,0,1301
S4,0,3167,Bridge start,N2,D,6.4,High,49594,1,1311
S4,0,3168,Bridge end,N2,A,1.6,Low,0,0,1311
S4,0,3171,Bridge start,N2,B,3.2,Medium-Low,0,0,1311
S4,0,3172,Bridge end,N2,A,1.6,Low,0,0,1311
S4,0,3174,Bridge start,N2,B,3.2,Medium-Low,0,0,1311
S4,0,3175,Bridge end,N2,Unknown,1.6,Low,0,0,1311
S4,0,3178,Bridge start,N2,B,2.0,Low,0,0,1312
S4,0,3179,Bridge end,N2,B,2.0,Low,0,0,1312
S4,0,3181,Bridge start,N2,A,1.0,Low,0,0,1312
S4,0,3182,Bridge end,N2,Unknown,1.0,Low,0,0,1312
S4,0,3183,Bridge start,N2,A,1.0,Low,0,0,1312
S4,0,3184,Bridge end,N2,Unknown,1.0,Low,0,0,1312
S4,0,3186,Bridge start,N2,A,1.0,Low,48562,1,1317
S4,0,3187,Bridge end,N2,Unknown,1.0,Low,0,0,1315
S4,0,3189,Bridge start,N2,D,8.0,High,0,0,1315
S4,0,3190,Bridge end,N2,Unknown,2.0,Low,0,0,1315
S4,0,3192,Bridge start,N2,B,4.0,Medium-Low,89842,1,1328
S4,0,3193,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3195,Bridge start,N2,A,2.0,Low,0,0,1328
S4,0,3196,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3197,Bridge start,N2,A,2.0,Low,0,0,1328
S4,0,3198,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3199,Bridge start,N2,C,6.0,Medium-High,0,0,1328
S4,0,3200,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3202,Bridge start,N2,A,2.0,Low,0,0,1328
S4,0,3203,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3205,Bridge start,N2,B,4.0,Medium-Low,0,0,1328
S4,0,3206,Bridge end,N2,Unknown,2.0,Low,0,0,1328
S4,0,3211,Bridge start,N2,A,1.0,Low,0,0,1329
S4,0,3212,Bridge end,N2,A,1.0,Low,0,0,1329
S4,0,3214,Bridge start,N2,A,1.0,Low,0,0,1329
S4,0,3215,Bridge end,N2,Unknown,1.0,Low,0,0,1329
S4,0,3228,Bridge start,N2,A,1.0,Low,19961,1,1332
S4,0,3229,Bridge end,N2,Unknown,1.0,Low,0,0,1331
S4,0,3240,Bridge start,N204,D,8.0,High,8824,1,597
S4,0,3241,Bridge end,N204,D,8.0,High,0,0,597
S4,0,3256,Bridge start,N204,D,4.0,Medium-Low,0,0,597
S4,0,3257,Bridge end,N204,D,4.0,Medium-Low,0,0,597
S4,0,3278,Bridge start,N204,D,4.0,Medium-Low,0,0,598
S4,0,3279,Bridge end,N204,D,4.0,Medium-Low,0,0,598
S4,0,3283,Bridge start,N204,D,4.0,Medium-Low,22265,1,601
S4,0,3284,Bridge end,N204,D,4.0,Medium-Low,0,0,601
S4,0,3285,Bridge start,N204,D,4.0,Medium-Low,0,0,601
S4,0,3286,Bridge end,N204,D,4.0,Medium-Low,0,0,601
S4,0,3296,Bridge start,N204,D,8.0,High,8982,1,603
S4,0,3297,Bridge end,N204,D,8.0,High,0,0,603
S4,0,3320,Bridge start,N204,D,8.0,High,9085,1,605
S4,0,3321,Bridge end,N204,D,8.0,High,0,0,605
S4,0,1372,Bridge start,N102,D,6.4,High,0,0,1185
S4,0,1373,Bridge End,N102,D,6.4,High,44545,1,1190
S4,0,1402,Bridge start,N102,D,6.4,High,0,0,1197
S4,0,1403,Bridge End,N102,D,6.4,High,0,0,1197
S4,0,1406,Bridge start,N102,D,6.0,Medium-High,0,0,1197
S4,0,1407,Bridge End,N102,D,6.4,High,44840,1,1203
S4,0,1416,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1417,Bridge End,N102,D,6.0,Medium-High,0,0,1203
S4,0,1421,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1422,Bridge End,N102,C,4.5,Medium-High,0,0,1203
S4,0,1425,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1426,Bridge End,N102,D,6.0,Medium-High,0,0,1203
S4,0,1430,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1431,Bridge End,N102,C,4.5,Medium-High,0,0,1203
S4,0,1435,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1436,Bridge End,N102,D,6.0,Medium-High,0,0,1203
S4,0,1437,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1438,Bridge End,N102,C,4.5,Medium-High,0,0,1203
S4,0,1443,Bridge start,N102,D,6.0,Medium-High,0,0,1203
S4,0,1444,Bridge end,N102,C,4.5,Medium-High,0,0,1203
S4,0,1445,Bridge start,N102,C,4.5,Medium-High,0,0,1203
S4,0,1446,Bridge end,N102,A,1.5,Low,18164,1,1204
S4,0,1449,Bridge start,N102,D,6.0,Medium-High,17986,1,1210
S4,0,1450,Bridge End,N102,D,6.0,Medium-High,0,0,1210
S4,0,1451,Bridge start,N102,D,6.0,Medium-High,0,0,1210
S4,0,1452,Bridge End,N102,D,6.0,Medium-High,0,0,1210
S4,0,1454,Bridge start,N102,D,6.0,Medium-High,82183,1,1219
S4,0,1455,Bridge End,N102,C,4.5,Medium-High,0,0,1218
S4,0,1459,Bridge start,N102,D,6.4,High,0,0,1218
S4,0,1460,Bridge End,N102,C,4.800000000000001,Medium-High,0,0,1218
S4,0,1463,Bridge start,N102,D,6.4,High,45825,1,1223
S4,0,1464,Bridge End,N102,D,6.4,High,18514,1,1225
S4,0,1467,Bridge start / Bridge End,N102,D,6.4,High,0,0,1225
S4,0,1476,Bridge start,N102,D,6.4,High,0,0,1225
S4,0,1477,Bridge End,N102,C,4.800000000000001,Medium-High,0,0,1225
S4,0,1478,Bridge start,N102,D,6.4,High,46506,1,1231
S4,0,1479,Bridge End,N102,C,4.800000000000001,Medium-High,0,0,1231
S4,0,1483,Bridge start,N102,D,6.4,High,0,0,1233
S4,0,1484,Bridge End,N102,D,6.4,High,0,0,1233
S4,0,1490,Bridge start,N102,D,6.4,High,46814,1,1244
S4,0,1491,Bridge End,N102,C,4.800000000000001,Medium-High,0,0,1243
S4,0,1494,Bridge start,N102,C,4.800000000000001,Medium-High,0,0,1243
S4,0,1495,Bridge End,N102,D,6.4,High,0,0,1243
S4,0,1499,Bridge start,N102,D,6.0,Medium-High,0,0,1243
S4,0,1500,Bridge End,N102,C,4.5,Medium-High,0,0,1243
S4,0,1502,Bridge start,N102,C,4.5,Medium-High,0,0,1243
S4,0,1503,Bridge end,N102,C,4.5,Medium-High,46491,1,1247
S4,0,1506,Bridge start,N102,D,6.0,Medium-High,0,0,1247
S4,0,1507,Bridge End,N102,D,6.0,Medium-High,47688,1,1254
S4,0,1511,Bridge start,N102,C,4.5,Medium-High,47032,1,1259
S4,0,1512,Bridge End,N102,D,6.0,Medium-High,0,0,1257
S4,0,1515,Bridge start,N102,D,6.4,High,0,0,1258
S4,0,1516,Bridge End,N102,C,4.800000000000001,Medium-High,19257,1,1263
S4,0,1519,Bridge start,N102,C,4.800000000000001,Medium-High,0,0,1263
S4,0,1520,Bridge End,N102,C,4.800000000000001,Medium-High,0,0,1263
S4,0,1521,Km post missing / Bridge start,N102,Unknown,1.5,Low,0,0,1263
S4,0,1522,Bridge End,N102,C,4.5,Medium-High,0,0,1263
S4,0,1529,Bridge start,N102,D,6.0,Medium-High,0,0,1262
S4,0,1530,Bridge End,N102,C,4.5,Medium-High,0,0,1262
S4,0,1533,Bridge start,N102,C,4.5,Medium-High,0,0,1262
S4,0,1534,Bridge End,N102,B,3.0,Medium-Low,0,0,1262
S4,0,1541,Start of Bridge,N102,B,3.0,Medium-Low,0,0,1262
S4,0,1543,End of Bridge,N102,B,3.0,Medium-Low,18962,1,1265
S4,0,1547,Bridge start,N102,D,6.0,Medium-High,0,0,1265
S4,0,1548,Bridge End,N102,C,4.5,Medium-High,0,0,1265
S4,0,1554,Bridge Start,N102,C,4.5,Medium-High,18896,1,1268
S4,0,1555,Bridge End,N102,C,4.5,Medium-High,0,0,1268
S4,0,1562,Bridge Start,N102,C,4.5,Medium-High,0,0,1268
S4,0,1563,Bridge End,N102,D,6.0,Medium-High,0,0,1268
S4,0,14,Kachpur bridge,N1,D,6.0,Medium-High,0,0,3328
S4,0,15,Bridge end,N1,D,6.0,Medium-High,124562,1,3332
S4,0,26,Bridge start,N1,D,6.0,Medium-High,0,0,4638
S4,0,27,Bridge end,N1,D,6.0,Medium-High,0,0,4638
S4,0,36,Langalbandhu bridge,N1,D,6.0,Medium-High,206340,1,5491
S4,0,37,Bridge end,N1,D,6.0,Medium-High,0,0,5482
S4,0,39,Bridge start,N1,D,6.0,Medium-High,0,0,5482
S4,0,40,Bridge end,N1,D,6.0,Medium-High,0,0,5482
S4,0,41,Bridge start,N1,D,6.0,Medium-High,0,0,5482
S4,0,42,Bridge end,N1,D,6.0,Medium-High,0,0,5482
S4,0,44,Bridge start,N1,D,6.0,Medium-High,0,0,5482
S4,0,45,Bridge end,N1,D,6.0,Medium-High,0,0,5482
S4,0,51,Bridge start,N1,D,6.0,Medium-High,0,0,5480
S4,0,52,Bridge end,N1,D,6.0,Medium-High,372006,1,5503
S4,0,56,Bridge start,N1,D,6.0,Medium-High,0,0,5473
S4,0,57,Bridge end,N1,D,6.4,High,0,0,5473
S4,0,58,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,5473
S4,0,59,Bridge end,N1,B,3.0,Medium-Low,0,0,5473
S4,0,61,Meghna  bridge,N1,D,6.0,Medium-High,0,0,5473
S4,0,63,Bridge end,N1,D,6.4,High,206763,1,5487
S4,0,69,Bridge start,N1,D,6.4,High,206079,1,5479
S4,0,71,Bridge end,N1,D,6.0,Medium-High,0,0,5466
S4,0,72,Bridge start,N1,D,6.4,High,0,0,5466
S4,0,73,Bridge end,N1,D,6.4,High,0,0,5466
S4,0,75,Bridge start,N1,D,6.4,High,81851,1,5474
S4,0,76,Bridge end,N1,D,6.4,High,0,0,5465
S4,0,78,Bridge start,N1,D,6.4,High,0,0,5466
S4,0,79,Bridge end,N1,D,6.4,High,0,0,5466
S4,0,80,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,5466
S4,0,81,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5466
S4,0,84,Bridge start,N1,D,6.4,High,0,0,5465
S4,0,85,Bridge end,N1,D,6.4,High,0,0,5465
S4,0,89,Bridge start,N1,D,6.4,High,0,0,5466
S4,0,90,Bridge end,N1,D,6.4,High,206841,1,5480
S4,0,94,Bridge start,N1,D,6.4,High,0,0,5461
S4,0,95,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5461
S4,0,98,Daudkandi bridge,N1,D,6.4,High,0,0,5461
S4,0,101,Daudkandi bridge,N1,D,6.0,Medium-High,0,0,5461
S4,0,104,Bridge start,N1,D,6.4,High,0,0,5459
S4,0,105,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5459
S4,0,111,Bridge start,N1,D,6.4,High,0,0,5459
S4,0,112,Bridge end,N1,C,4.800000000000001,Medium-High,81821,1,5465
S4,0,124,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,5457
S4,0,125,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5457
S4,0,128,Bridge start,N1,D,6.4,High,204189,1,5467
S4,0,129,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5450
S4,0,137,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,5448
S4,0,138,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,5448
S4,0,165,Bridge start,N1,C,4.800000000000001,Medium-High,370436,1,5486
S4,0,166,Bridge end,N1,B,3.2,Medium-Low,0,0,5455
S4,0,193,Bridge start,N1,B,4.0,Medium-Low,0,0,4182
S4,0,194,Bridge end,N1,A,2.0,Low,0,0,4182
S4,0,200,Bridge start,N1,C,6.0,Medium-High,0,0,4187
S4,0,201,Bridge end,N1,B,4.0,Medium-Low,0,0,4187
S4,0,206,Bridge start,N1,D,8.0,High,157292,1,4203
S4,0,207,Bridge end,N1,C,6.0,Medium-High,0,0,4193
S4,0,213,Bridge start,N1,C,6.0,Medium-High,0,0,4192
S4,0,214,Bridge end,N1,D,8.0,High,157621,1,4209
S4,0,221,Bridge start,N1,C,6.0,Medium-High,0,0,4206
S4,0,222,Bridge end,N1,Unknown,2.0,Low,0,0,4206
S4,0,227,Bridge start,N1,D,8.0,High,158361,1,4223
S4,0,228,Bridge end,N1,A,2.0,Low,63342,1,4216
S4,0,233,Bridge start,N1,D,8.0,High,63431,1,4217
S4,0,234,Bridge end,N1,C,6.0,Medium-High,0,0,4214
S4,0,238,Bridge start,N1,D,6.4,High,0,0,4214
S4,0,239,Bridge end,N1,B,3.2,Medium-Low,0,0,4214
S4,0,241,Bridge start,N1,B,3.2,Medium-Low,0,0,4215
S4,0,242,Bridge end,N1,C,4.800000000000001,Medium-High,158708,1,4231
S4,0,247,Bridge start,N1,C,6.0,Medium-High,0,0,4227
S4,0,248,Bridge end,N1,D,8.0,High,0,0,4227
S4,0,262,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,4230
S4,0,263,Bridge end,N1,A,1.6,Low,0,0,4230
S4,0,281,Bridge start,N1,C,6.0,Medium-High,158816,1,4250
S4,0,282,Bridge end,N1,B,4.0,Medium-Low,159724,1,4261
S4,0,286,Bridge start,N1,D,6.0,Medium-High,0,0,4251
S4,0,287,Bridge end,N1,B,3.0,Medium-Low,0,0,4251
S4,0,313,Bridge start,N1,A,1.5,Low,0,0,4253
S4,0,314,Bridge end,N1,Unknown,1.5,Low,0,0,4253
S4,0,338,Bridge start,N1,A,1.5,Low,0,0,2925
S4,0,339,Bridge end,N1,A,1.5,Low,0,0,2925
S4,0,347,Bridge start,N1,B,3.0,Medium-Low,0,0,2928
S4,0,348,Bridge end,N1,Unknown,1.5,Low,0,0,2928
S4,0,357,Bridge start,N1,B,4.0,Medium-Low,44093,1,2930
S4,0,358,Bridge end,N1,A,2.0,Low,0,0,2928
S4,0,365,Bridge start,N1,D,8.0,High,110371,1,2943
S4,0,366,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,N1,Unknown,2.0,Low,0,0,2941
S4,0,387,Bridge start,N1,C,4.5,Medium-High,0,0,2941
S4,0,388,Bridge end,N1,C,4.5,Medium-High,0,0,2941
S4,0,406,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,2945
S4,0,408,Bridge end,N1,C,4.800000000000001,Medium-High,0,0,2945
S4,0,417,Bridge start,N1,C,4.800000000000001,Medium-High,0,0,2946
S4,0,418,Bridge end,N1,D,6.4,High,0,0,2946
S4,0,466,Bridge start,N1,Unknown,1.6,Low,0,0,2952
S4,0,467,Bridge end / Box culvert,N1,Unknown,1.6,Low,0,0,2952
S4,0,482,Bridge start,N1,B,3.2,Medium-Low,0,0,2952
S4,0,483,Bridge end,N1,Unknown,1.6,Low,111081,1,2968
S4,0,487,Bridge start,N1,A,1.6,Low,0,0,2967
S4,0,488,Bridge end,N1,A,1.6,Low,0,0,2967
S4,0,491,Bridge start,N1,A,1.6,Low,0,0,2967
S4,0,492,Bridge end,N1,A,1.6,Low,0,0,2967
S4,0,496,Bridge start,N1,A,1.6,Low,0,0,2968
S4,0,497,Bridge end,N1,A,1.6,Low,0,0,2968
S4,0,503,Bridge start,N1,A,1.6,Low,0,0,2968
